mode,c_in,c_out,h,w,tile_dim,fused,threads,run_id,latency_ms
micro,16,32,14,14,6,True,1,0,11.42033299402101
micro,16,32,14,14,6,True,1,1,15.183832998445723
micro,16,32,14,14,6,True,1,2,17.94141700520413
micro,32,64,14,14,4,True,1,0,342.2602080026991
micro,32,64,14,14,4,True,1,1,466.6771250049351
micro,32,64,14,14,4,True,1,2,585.1354580008774
