mode,c_in,c_out,h,w,tile_dim,fused,threads,run_id,latency_ms
micro,16,32,14,14,6,False,1,0,11.390291998395696
micro,16,32,14,14,6,False,1,1,13.331333997484762
micro,16,32,14,14,6,False,1,2,16.093666999950074
micro,32,64,14,14,4,False,1,0,307.7412499987986
micro,32,64,14,14,4,False,1,1,438.1596669991268
micro,32,64,14,14,4,False,1,2,560.6211250051274
