c_in,c_out,h,w,tile_dim,fused,threads,runs,mean_latency_ms,median_latency_ms,std_dev_ms,min_latency_ms,max_latency_ms,ci_95_ms,p_value,test_used
16,32,14,14,6,True,1,3,14.848527665890288,15.183832998445723,3.2734471768698383,11.42033299402101,17.94141700520413,3.7042541931378907,1.0,N/A
32,64,14,14,4,True,1,3,464.69093033617054,466.6771250049351,121.44980647315202,342.2602080026991,585.1354580008774,137.43339378219247,1.0,N/A
